name,url,country,iata,value,label,id
Volare Airlines,volare-airlines-vle,it,VA ,Volare Airlines (VA/VLE),Volare Airlines (VA/VLE),838
VLM Airlines,vlm-airlines-vlm,be,VG ,VLM Airlines (VG/VLM),VLM Airlines (VG/VLM),1205
Valuair,valuair-vlu,sg,VF ,Valuair (VF/VLU),Valuair (VF/VLU),843
Travel Service,travel-service-tvl,hu,7O ,Travel Service (7O/TVL),Travel Service (7O/TVL),1365
Varig Logistica,varig-logistica-vlo,br,LC ,Varig Logistica (LC/VLO),Varig Logistica (LC/VLO),842
Air Vallee,air-vallee-rvl,it,DO ,Air Vallee (DO/RVL),Air Vallee (DO/RVL),666
Iliamna Air Taxi,iliamna-air-taxi-iar,us,V8 ,Iliamna Air Taxi (V8/IAR),Iliamna Air Taxi (V8/IAR),373
Transportes Aereos Petroleros,transportes-aereos-petroleros-tps,ar,V8 ,Transportes Aereos Petroleros (V8/TPS),Transportes Aereos Petroleros (V8/TPS),786
ATRAN-Aviatrans Cargo Airlines,atran-aviatrans-cargo-airlines-vas,ru,V8 ,ATRAN-Aviatrans Cargo Airlines (V8/VAS),ATRAN-Aviatrans Cargo Airlines (V8/VAS),824
EU Jet,eu-jet-euj,ie,VE ,EU Jet (VE/EUJ),EU Jet (VE/EUJ),279
Aerovias Venezolanas,aerovias-venezolanas-ave,ve,VE ,Aerovias Venezolanas (VE/AVE),Aerovias Venezolanas (VE/AVE),96
Virgin Express,virgin-express-vex,be,TV ,Virgin Express (TV/VEX),Virgin Express (TV/VEX),830
Helvetic Airways,helvetic-airways-oaw,ch,2L ,Helvetic Airways (2L/OAW),Helvetic Airways (2L/OAW),1004
Aeropostal Alas de Venezuela,aeropostal-alas-de-venezuela-lav,ve,VH ,Aeropostal Alas de Venezuela (VH/LAV),Aeropostal Alas de Venezuela (VH/LAV),461
Avirex,avirex-vxg,ga,G2 ,Avirex (G2/VXG),Avirex (G2/VXG),858
Civil Aviation Administration of China,civil-aviation-administration-of-china-cca,cn,CA ,Civil Aviation Administration of China (CA/CCA),Civil Aviation Administration of China (CA/CCA),1556
Aero-Condor,aero-condor-cdp,pe,Q6 ,Aero-Condor (Q6/CDP),Aero-Condor (Q6/CDP),177
NWT Air,nwt-air-nwt,ca,NV ,NWT Air (NV/NWT),NWT Air (NV/NWT),1198
Donavia,donavia-dnv,ru,D9 ,Donavia (D9/DNV),Donavia (D9/DNV),241
Armavia,armavia-rnv,am,U8 ,Armavia (U8/RNV),Armavia (U8/RNV),652
Conviasa,conviasa-vcv,ve,V0 ,Conviasa (V0/VCV),Conviasa (V0/VCV),1390
Aeroflot-Don,aeroflot-don-dnv,ru,D9 ,Aeroflot-Don (D9/DNV),Aeroflot-Don (D9/DNV),1539
Islena de Inversiones,islena-de-inversiones-isv,hn,WC ,Islena de Inversiones (WC/ISV),Islena de Inversiones (WC/ISV),397
Pacific Wings,pacific-wings-anv,us,LW ,Pacific Wings (LW/ANV),Pacific Wings (LW/ANV),69
Air Chathams,air-chathams-cva,nz,CV ,Air Chathams (CV/CVA),Air Chathams (CV/CVA),212
Centre-Avia Airlines,centre-avia-airlines-cvc,ru,J7 ,Centre-Avia Airlines (J7/CVC),Centre-Avia Airlines (J7/CVC),213
Acvila Air,acvila-air-rrm,ro,WZ ,Acvila Air (WZ/RRM),Acvila Air (WZ/RRM),658
Arctic Circle Air Service,arctic-circle-air-service-cir,us,5F ,Arctic Circle Air Service (5F/CIR),Arctic Circle Air Service (5F/CIR),909
Air Corridor,air-corridor-crd,mz,QC ,Air Corridor (QC/CRD),Air Corridor (QC/CRD),201
Air Class Lineas Aereas,air-class-lineas-aereas-qcl,uy,QD ,Air Class Lineas Aereas (QD/QCL),Air Class Lineas Aereas (QD/QCL),630
Channel Airways,channel-airways-cw0,gb,CW ,Channel Airways (CW/CW0),Channel Airways (CW/CW0),1457
BRA,bra-scw,se,TF ,BRA (TF/SCW),BRA (TF/SCW),1649
West Caribbean Airways,west-caribbean-airways-wcw,co,YH ,West Caribbean Airways (YH/WCW),West Caribbean Airways (YH/WCW),827
Centurion Air Cargo,centurion-air-cargo-cwc,us,WE ,Centurion Air Cargo (WE/CWC),Centurion Air Cargo (WE/CWC),214
Capitol Wings Airline,capitol-wings-airline-cwz,us,   ,Capitol Wings Airline (/CWZ),Capitol Wings Airline (/CWZ),1572
Zambia Airways,zambia-airways-zac,zm,QZ ,Zambia Airways (QZ/ZAC),Zambia Airways (QZ/ZAC),1290
Zambian Airways,zambian-airways-mbn,zm,Q3 ,Zambian Airways (Q3/MBN),Zambian Airways (Q3/MBN),509
Air Algerie,air-algerie-dah,dz,AH ,Air Algerie (AH/DAH),Air Algerie (AH/DAH),222
Hahn Air Line,hahn-air-line-hhn,de,HR ,Hahn Air Line (HR/HHN),Hahn Air Line (HR/HHN),353
Bahamasair,bahamasair-bhs,bs,UP ,Bahamasair (UP/BHS),Bahamasair (UP/BHS),1182
Astar Air Cargo,astar-air-cargo-dhl,us,ER ,Astar Air Cargo (ER/DHL),Astar Air Cargo (ER/DHL),231
Aer Lingus,aer-lingus-ein,ie,EI ,Aer Lingus (EI/EIN),Aer Lingus (EI/EIN),260
Iberia,iberia-ibe,es,IB ,Iberia (IB/IBE),Iberia (IB/IBE),377
Antinea Airlines,antinea-airlines-dja,dz,HO ,Antinea Airlines (HO/DJA),Antinea Airlines (HO/DJA),234
Thomson Airways,thomson-airways-tom,gb,BY ,Thomson Airways (BY/TOM),Thomson Airways (BY/TOM),1092
Martinair Holland,martinair-holland-mph,nl,MP ,Martinair Holland (MP/MPH),Martinair Holland (MP/MPH),530
First Choice Airways,first-choice-airways-fca,gb,DP ,First Choice Airways (DP/FCA),First Choice Airways (DP/FCA),295
Myanmar Airways International,myanmar-airways-international-mma,mm,8M ,Myanmar Airways International (8M/MMA),Myanmar Airways International (8M/MMA),1049
Denim Air,denim-air-dnm,nl,J7 ,Denim Air (J7/DNM),Denim Air (J7/DNM),923
Myanmar Airways,myanmar-airways-uba,mm,UB ,Myanmar Airways (UB/UBA),Myanmar Airways (UB/UBA),809
Kenmore Air,kenmore-air-ken,us,M5 ,Kenmore Air (M5/KEN),Kenmore Air (M5/KEN),1422
Air Dolomiti,air-dolomiti-dla,it,EN ,Air Dolomiti (EN/DLA),Air Dolomiti (EN/DLA),238
Cal Air International,cal-air-international-cai,gb,EN ,Cal Air International (EN/CAI),Cal Air International (EN/CAI),1281
New England Airlines,new-england-airlines-nea,us,EJ ,New England Airlines (EJ/NEA),New England Airlines (EJ/NEA),558
Continental Airlines,continental-airlines-coa,us,CO ,Continental Airlines (CO/COA),Continental Airlines (CO/COA),196
Kenya Airways,kenya-airways-kqa,ke,KQ ,Kenya Airways (KQ/KQA),Kenya Airways (KQ/KQA),445
Aero Airlines,aero-airlines-eay,ee,EE ,Aero Airlines (EE/EAY),Aero Airlines (EE/EAY),250
Flybe,flybe-bee,gb,BE ,Flybe (BE/BEE),Flybe (BE/BEE),124
Eurofly,eurofly-eez,it,GJ ,Eurofly (GJ/EEZ),Eurofly (GJ/EEZ),254
Freebird Airlines,freebird-airlines-fhy,tr,FH ,Freebird Airlines (FH/FHY),Freebird Airlines (FH/FHY),1095
Air City,air-city-ece,de,4F ,Air City (4F/ECE),Air City (4F/ECE),925
Air Italy Polska,air-italy-polska-aei,pl,4Q ,Air Italy Polska (4Q/AEI),Air Italy Polska (4Q/AEI),1170
Eagle Air,eagle-air-fei,is,   ,Eagle Air (/FEI),Eagle Air (/FEI),1138
Ecoair International,ecoair-international-dei,dz,9H ,Ecoair International (9H/DEI),Ecoair International (9H/DEI),922
ALPI Eagles,alpi-eagles-elg,it,E8 ,ALPI Eagles (E8/ELG),ALPI Eagles (E8/ELG),262
Semeyavia,semeyavia-smk,kz,E8 ,Semeyavia (E8/SMK),Semeyavia (E8/SMK),1529
Air Florida,air-florida-fla,us,QH ,Air Florida (QH/FLA),Air Florida (QH/FLA),1147
Altyn Air Airlines,altyn-air-airlines-lyn,kg,QH ,Altyn Air Airlines (QH/LYN),Altyn Air Airlines (QH/LYN),501
Spring Airlines,spring-airlines-cqh,cn,9C ,Spring Airlines (9C/CQH),Spring Airlines (9C/CQH),1294
Air Fiji,air-fiji-faj,fj,PC ,Air Fiji (PC/FAJ),Air Fiji (PC/FAJ),292
Air Caledonie,air-caledonie-tpc,nc,TY ,Air Caledonie (TY/TPC),Air Caledonie (TY/TPC),785
Pacific Coastal Airlines,pacific-coastal-airlines-pco,ca,8P ,Pacific Coastal Airlines (8P/PCO),Pacific Coastal Airlines (8P/PCO),1011
Nepc Airlines,nepc-airlines-nep,in,D5 ,Nepc Airlines (D5/NEP),Nepc Airlines (D5/NEP),1590
Air Finland,air-finland-fif,fi,OF ,Air Finland (OF/FIF),Air Finland (OF/FIF),303
Trans States Airlines,trans-states-airlines-lof,us,AX ,Trans States Airlines (AX/LOF),Trans States Airlines (AX/LOF),482
Servicios Aereos Profesionales,servicios-aereos-profesionales-psv,do,5S ,Servicios Aereos Profesionales (5S/PSV),Servicios Aereos Profesionales (5S/PSV),1017
Isles of Scilly Skybus,isles-of-scilly-skybus-ios,gb,5Y ,Isles of Scilly Skybus (5Y/IOS),Isles of Scilly Skybus (5Y/IOS),960
Aero Contractors Company of Nigeria,aero-contractors-company-of-nigeria-nig,ng,AJ ,Aero Contractors Company of Nigeria (AJ/NIG),Aero Contractors Company of Nigeria (AJ/NIG),562
Republic Airlines,republic-airlines-rep,us,RC ,Republic Airlines (RC/REP),Republic Airlines (RC/REP),1153
Lineas Aereas Costarricenses,lineas-aereas-costarricenses-lrc,cr,LR ,Lineas Aereas Costarricenses (LR/LRC),Lineas Aereas Costarricenses (LR/LRC),488
Air Pacific,air-pacific-fji,fj,FJ ,Air Pacific (FJ/FJI),Air Pacific (FJ/FJI),305
Pacific Sun,pacific-sun-fja,fj,FJ ,Pacific Sun (FJ/FJA),Pacific Sun (FJ/FJA),1531
StarFlyer,starflyer-sfj,jp,7G ,StarFlyer (7G/SFJ),StarFlyer (7G/SFJ),1376
Kenosha Aero,kenosha-aero-afj,us,3A ,Kenosha Aero (3A/AFJ),Kenosha Aero (3A/AFJ),874
Sky Express,sky-express-sxr,ru,XW ,Sky Express (XW/SXR),Sky Express (XW/SXR),1203
InterSky,intersky-isk,at,3L ,InterSky (3L/ISK),InterSky (3L/ISK),1102
Skymark Airlines,skymark-airlines-sky,jp,BC ,Skymark Airlines (BC/SKY),Skymark Airlines (BC/SKY),711
Air Iceland,air-iceland-fxi,is,NY ,Air Iceland (NY/FXI),Air Iceland (NY/FXI),309
New York Air,new-york-air-nya,us,NY ,New York Air (NY/NYA),New York Air (NY/NYA),1359
OLT Express Germany,olt-express-germany-olt,de,OL ,OLT Express Germany (OL/OLT),OLT Express Germany (OL/OLT),587
Air Cargo Germany,air-cargo-germany-acx,de,6U ,Air Cargo Germany (6U/ACX),Air Cargo Germany (6U/ACX),1278
Air Guinee Express,air-guinee-express-gip,gn,2U ,Air Guinee Express (2U/GIP),Air Guinee Express (2U/GIP),947
Dan-Air,dan-air-dan,gb,DA ,Dan-Air (DA/DAN),Dan-Air (DA/DAN),1164
Maersk Air,maersk-air-dan,dk,DM ,Maersk Air (DM/DAN),Maersk Air (DM/DAN),224
Atlas Air,atlas-air-gti,us,5Y ,Atlas Air (5Y/GTI),Atlas Air (5Y/GTI),950
Aero Lloyd,aero-lloyd-aef,de,YP ,Aero Lloyd (YP/AEF),Aero Lloyd (YP/AEF),1088
"Miami Air International,",miami-air-international-bsk,us,GL ,"Miami Air International, (GL/BSK)","Miami Air International, (GL/BSK)",149
GOL,gol-glo,br,G3 ,GOL (G3/GLO),GOL (G3/GLO),330
Biman Bangladesh Airlines,biman-bangladesh-airlines-bbc,bd,BG ,Biman Bangladesh Airlines (BG/BBC),Biman Bangladesh Airlines (BG/BBC),115
White Eagle Aviation,white-eagle-aviation-wea,pl,W2 ,White Eagle Aviation (W2/WEA),White Eagle Aviation (W2/WEA),1098
Air Holland,air-holland-hln,nl,GG ,Air Holland (GG/HLN),Air Holland (GG/HLN),1219
Air Holland Charter,air-holland-charter-ahr,nl,GG ,Air Holland Charter (GG/AHR),Air Holland Charter (GG/AHR),1220
Viaggio Air,viaggio-air-voa,bg,VM ,Viaggio Air (VM/VOA),Viaggio Air (VM/VOA),846
Senegal Airlines,senegal-airlines-sgg,sn,DN ,Senegal Airlines (DN/SGG),Senegal Airlines (DN/SGG),1442
Atyrau Aue Joly,atyrau-aue-joly-jol,kz,IP ,Atyrau Aue Joly (IP/JOL),Atyrau Aue Joly (IP/JOL),417
Inter European Airways,inter-european-airways-iea,gb,IP ,Inter European Airways (IP/IEA),Inter European Airways (IP/IEA),1574
Philippine Airlines,philippine-airlines-pal,ph,PR ,Philippine Airlines (PR/PAL),Philippine Airlines (PR/PAL),597
City Air Germany,city-air-germany-cip,de,6E ,City Air Germany (6E/CIP),City Air Germany (6E/CIP),908
Nippon Cargo Airlines,nippon-cargo-airlines-nca,jp,KZ ,Nippon Cargo Airlines (KZ/NCA),Nippon Cargo Airlines (KZ/NCA),554
Tulip Air,tulip-air-tlp,nl,TD ,Tulip Air (TD/TLP),Tulip Air (TD/TLP),773
Air Nova,air-nova-arn,ca,QK ,Air Nova (QK/ARN),Air Nova (QK/ARN),1192
TAM Express,tam-express-sul,br,H9 ,TAM Express (H9/SUL),TAM Express (H9/SUL),733
Haiti Aviation,haiti-aviation-had,ht,H9 ,Haiti Aviation (H9/HAD),Haiti Aviation (H9/HAD),344
Spanair,spanair-jkk,es,JK ,Spanair (JK/JKK),Spanair (JK/JKK),415
Hokkaido International Airlines,hokkaido-international-airlines-ado,jp,HD ,Hokkaido International Airlines (HD/ADO),Hokkaido International Airlines (HD/ADO),20
China Cargo Airlines,china-cargo-airlines-ckk,cn,CK ,China Cargo Airlines (CK/CKK),China Cargo Airlines (CK/CKK),189
Aklak Air,aklak-air-akk,ca,6L ,Aklak Air (6L/AKK),Aklak Air (6L/AKK),877
Jetstar Asia Airways,jetstar-asia-airways-jsa,sg,3K ,Jetstar Asia Airways (3K/JSA),Jetstar Asia Airways (3K/JSA),1171
GoJet Airlines,gojet-airlines-gjs,us,G7 ,GoJet Airlines (G7/GJS),GoJet Airlines (G7/GJS),1518
Albanian Airlines,albanian-airlines-lbc,al,LV ,Albanian Airlines (LV/LBC),Albanian Airlines (LV/LBC),463
Lviv Airlines,lviv-airlines-ukw,ua,5V ,Lviv Airlines (5V/UKW),Lviv Airlines (5V/UKW),1054
Transportes Aereos Nacionales de Selva,transportes-aereos-nacionales-de-selva-elv,pe,TJ ,Transportes Aereos Nacionales de Selva (TJ/ELV),Transportes Aereos Nacionales de Selva (TJ/ELV),265
Velvet Sky,velvet-sky-vel,za,VZ ,Velvet Sky (VZ/VEL),Velvet Sky (VZ/VEL),1500
Beliview Airlines,beliview-airlines-blv,ng,B3 ,Beliview Airlines (B3/BLV),Beliview Airlines (B3/BLV),136
Air Moldova International,air-moldova-international-mlv,md,RM ,Air Moldova International (RM/MLV),Air Moldova International (RM/MLV),1559
Silver Airways,silver-airways-sil,us,3M ,Silver Airways (3M/SIL),Silver Airways (3M/SIL),1565
Conair,conair-oyc,dk,KC ,Conair (KC/OYC),Conair (KC/OYC),1285
Tikal Jets,tikal-jets-tkc,gt,WU ,Tikal Jets (WU/TKC),Tikal Jets (WU/TKC),772
Alidaunia,alidaunia-lid,it,D4 ,Alidaunia (D4/LID),Alidaunia (D4/LID),473
Alliance Air,alliance-air-llr,in,CD ,Alliance Air (CD/LLR),Alliance Air (CD/LLR),479
Canadian Airlines,canadian-airlines-cdn,ca,CP ,Canadian Airlines (CP/CDN),Canadian Airlines (CP/CDN),1288
Shandong Airlines,shandong-airlines-cdg,cn,SC ,Shandong Airlines (SC/CDG),Shandong Airlines (SC/CDG),176
XL Airways UK,xl-airways-uk-xla,gb,JN ,XL Airways UK (JN/XLA),XL Airways UK (JN/XLA),862
XL Airways France,xl-airways-france-xlf,fr,SE ,XL Airways France (SE/XLF),XL Airways France (SE/XLF),1248
XL Airways Germany,xl-airways-germany-gxl,de,9E ,XL Airways Germany (9E/GXL),XL Airways Germany (9E/GXL),1249
Fly Excellent,fly-excellent-fxl,se,F3 ,Fly Excellent (F3/FXL),Fly Excellent (F3/FXL),1348
ATR Leasing,atr-leasing-hxl,nl,YZ ,ATR Leasing (YZ/HXL),ATR Leasing (YZ/HXL),368
Sunshine Express Airlines,sunshine-express-airlines-exl,au,CQ ,Sunshine Express Airlines (CQ/EXL),Sunshine Express Airlines (CQ/EXL),285
Maxair,maxair-mxl,se,8M ,Maxair (8M/MXL),Maxair (8M/MXL),992
Air Alps Aviation,air-alps-aviation-lpv,at,A6 ,Air Alps Aviation (A6/LPV),Air Alps Aviation (A6/LPV),487
Air Anatolia,air-anatolia-ntl,tr,TD ,Air Anatolia (TD/NTL),Air Anatolia (TD/NTL),1387
Atlantis European Airways,atlantis-european-airways-lur,am,TD ,Atlantis European Airways (TD/LUR),Atlantis European Airways (TD/LUR),496
Etihad Airways,etihad-airways-etd,ae,EY ,Etihad Airways (EY/ETD),Etihad Airways (EY/ETD),276
Tandem Aero,tandem-aero-tdm,md,TQ ,Tandem Aero (TQ/TDM),Tandem Aero (TQ/TDM),762
Air Ferry,air-ferry-lk0,gb,LK ,Air Ferry (LK/LK0),Air Ferry (LK/LK0),1452
SriLankan Airlines,srilankan-airlines-alk,lk,UL ,SriLankan Airlines (UL/ALK),SriLankan Airlines (UL/ALK),51
SilkAir,silkair-slk,sg,MI ,SilkAir (MI/SLK),SilkAir (MI/SLK),713
QantasLink,qantaslink-qlk,au,QF ,QantasLink (QF/QLK),QantasLink (QF/QLK),1451
Air Mauritius,air-mauritius-mau,mu,MK ,Air Mauritius (MK/MAU),Air Mauritius (MK/MAU),508
Island Air,island-air-mku,us,WP ,Island Air (WP/MKU),Island Air (WP/MKU),623
Mekong Airlines,mekong-airlines-mkn,kh,M8 ,Mekong Airlines (M8/MKN),Mekong Airlines (M8/MKN),520
MK Airlines,mk-airlines-mka,gh,7G ,MK Airlines (7G/MKA),MK Airlines (7G/MKA),989
Air Mekong,air-meking-mkg,vn,P8 ,Air Mekong (P8/MKG),Air Mekong (P8/MKG),1566
Altair Linee Aeree,altair-linee-aeree-sm0,it,SM ,Altair Linee Aeree (SM/SM0),Altair Linee Aeree (SM/SM0),1460
AeroLogic,aerologic-box,de,3S ,AeroLogic (3S/BOX),AeroLogic (3S/BOX),1110
Air Guyane,air-guyane-guy,gf,3S ,Air Guyane (3S/GUY),Air Guyane (3S/GUY),341
Air Antilles Express,air-antilles-express-guy,gf,3S ,Air Antilles Express (3S/GUY),Air Antilles Express (3S/GUY),1547
Air Mauritanie,air-mauritanie-mrt,mr,MR ,Air Mauritanie (MR/MRT),Air Mauritanie (MR/MRT),534
West Isle Air,west-isle-air-mrr,us,2G ,West Isle Air (2G/MRR),West Isle Air (2G/MRR),991
Somon Air,somon-air-smr,tj,4J ,Somon Air (4J/SMR),Somon Air (4J/SMR),1561
MarkAir,markair-mrk,us,BF ,MarkAir (BF/MRK),MarkAir (BF/MRK),1593
Air Comet,air-comet-mpd,es,A7 ,Air Comet (A7/MPD),Air Comet (A7/MPD),529
Expo Aviation,expo-aviation-exv,lk,8D ,Expo Aviation (8D/EXV),Expo Aviation (8D/EXV),936
Astair,astair-suw,ru,8D ,Astair (8D/SUW),Astair (8D/SUW),1036
Midway Airlines,midway-airlines-mdw-ji,us,JI ,Midway Airlines (JI/MDW),Midway Airlines (JI/MDW),1357
Mandala Airlines,mandala-airlines-mdl,id,RI ,Mandala Airlines (RI/MDL),Mandala Airlines (RI/MDL),514
Moldavian Airlines,moldavian-airlines-mdv,md,2M ,Moldavian Airlines (2M/MDV),Moldavian Airlines (2M/MDV),986
Albarka Air,albarka-air-nbk,ng,F4 ,Albarka Air (F4/NBK),Albarka Air (F4/NBK),553
Air Burundi,air-burundi-pbu,bi,8Y ,Air Burundi (8Y/PBU),Air Burundi (8Y/PBU),1010
Aeropelican Air Services,aeropelican-air-services-pel,au,OT ,Aeropelican Air Services (OT/PEL),Aeropelican Air Services (OT/PEL),602
LOT,lot-lot,pl,LO ,LOT (LO/LOT),LOT (LO/LOT),483
TAROM,tarom-rot,ro,RO ,TAROM (RO/ROT),TAROM (RO/ROT),655
Eurolot,eurolot-elo,pl,K2 ,Eurolot (K2/ELO),Eurolot (K2/ELO),264
Lotus Air,lotus-air-tas,eg,LU ,Lotus Air (LU/TAS),Lotus Air (LU/TAS),1394
Air Rarotonga,air-rarotonga-rar,ck,GZ ,Air Rarotonga (GZ/RAR),Air Rarotonga (GZ/RAR),1309
Polet Airlines,polet-airlines-pot,ru,YQ ,Polet Airlines (YQ/POT),Polet Airlines (YQ/POT),1391
British Mediterranean Airways,british-mediterranean-airways-laj,gb,KJ ,British Mediterranean Airways (KJ/LAJ),British Mediterranean Airways (KJ/LAJ),454
Borajet,borajet-brj,tr,BJ ,Borajet (BJ/BRJ),Borajet (BJ/BRJ),1349
Majestic Airways,majestic-airways-hr0,au,HR ,Majestic Airways (HR/HR0),Majestic Airways (HR/HR0),1449
PT. Air Paradise International,pt-air-paradise-international-prz,id,AD ,PT. Air Paradise International (AD/PRZ),PT. Air Paradise International (AD/PRZ),624
Blue Line,blue-line-ble,fr,4Y ,Blue Line (4Y/BLE),Blue Line (4Y/BLE),1318
Flight Alaska,flight-alaska-uya,us,4Y ,Flight Alaska (4Y/UYA),Flight Alaska (4Y/UYA),1059
Jet4you,jet4you-jfu,ma,8J ,Jet4you (8J/JFU),Jet4you (8J/JFU),1439
Aer Arann,aer-arann-rea,ie,RE ,Aer Arann (RE/REA),Aer Arann (RE/REA),640
OLT Express Regional,olt-ex,pl,O2 ,OLT Express Regional (O2/JEA),OLT Express Regional (O2/JEA),1491
Air Cairo,air-cairo-msc,eg,MC ,Air Cairo (MC/MSC),Air Cairo (MC/MSC),1264
AMC Airlines,amc-airlines-amv,eg,9V ,AMC Airlines (9V/AMV),AMC Airlines (9V/AMV),1101
Heli Air Monaco,heli-air-monaco-mcm,mc,YO ,Heli Air Monaco (YO/MCM),Heli Air Monaco (YO/MCM),511
Macedonian Airlines,macedonian-airlines-mcs,gr,SX ,Macedonian Airlines (SX/MCS),Macedonian Airlines (SX/MCS),1421
Asian Spirit,asian-spirit-rit,ph,6K ,Asian Spirit (6K/RIT),Asian Spirit (6K/RIT),1020
Airlinair,airlinair-rla,fr,A5 ,Airlinair (A5/RLA),Airlinair (A5/RLA),646
Air Austral,air-austral-reu,fr,UU ,Air Austral (UU/REU),Air Austral (UU/REU),641
Royal Khymer Airlines,royal-khymer-airlines-rkh,kh,RK ,Royal Khymer Airlines (RK/RKH),Royal Khymer Airlines (RK/RKH),645
ArkeFly,arkefly-tfl,nl,OR ,ArkeFly (OR/TFL),ArkeFly (OR/TFL),1276
Sky Work Airlines,sky-work-airlines-srk,ch,SX ,Sky Work Airlines (SX/SRK),Sky Work Airlines (SX/SRK),1300
Kish Air,kish-air-irk,ir,Y9 ,Kish Air (Y9/IRK),Kish Air (Y9/IRK),392
AirUK Leisure,airuk-leisure-ukl,gb,MV ,AirUK Leisure (MV/UKL),AirUK Leisure (MV/UKL),1477
Maldivian Air Taxi,maldivian-air-taxi-mat,mv,MV ,Maldivian Air Taxi (MV/MAT),Maldivian Air Taxi (MV/MAT),1546
Armenian International Airways,armenian-international-airways-rml,am,MV ,Armenian International Airways (MV/RML),Armenian International Airways (MV/RML),648
Romanian Aviation,romanian-aviation-rmv,ro,WQ ,Romanian Aviation (WQ/RMV),Romanian Aviation (WQ/RMV),649
Magadan Airlines,magadan-airlines-mvl,ru,H5 ,Magadan Airlines (H5/MVL),Magadan Airlines (H5/MVL),542
Air 2000,air-2000-amm,gb,DP ,Air 2000 (DP/AMM),Air 2000 (DP/AMM),1137
Aeromar Airlines,aeromar-airlines-rom,do,BQ ,Aeromar Airlines (BQ/ROM),Aeromar Airlines (BQ/ROM),653
Aer Mediterranean,aer-mediterranean-bq0,it,BQ ,Aer Mediterranean (BQ/BQ0),Aer Mediterranean (BQ/BQ0),1467
Aero Republica,aero-republica-rpb,co,P5 ,Aero Republica (P5/RPB),Aero Republica (P5/RPB),656
Bluebird Cargo,bluebird-cargo-bbd,is,BF ,Bluebird Cargo (BF/BBD),Bluebird Cargo (BF/BBD),116
Aero-Service,aero-service-rsr,co,BF ,Aero-Service (BF/RSR),Aero-Service (BF/RSR),663
China Northern Airlines,china-northern-airlines-cbf,cn,CJ ,China Northern Airlines (CJ/CBF),China Northern Airlines (CJ/CBF),171
Burkina Airlines,burkina-airlines-bfr,bf,3B ,Burkina Airlines (3B/BFR),Burkina Airlines (3B/BFR),898
Aerolineas Santo Domingo,aerolineas-santo-domingo-sdo,do,EX ,Aerolineas Santo Domingo (EX/SDO),Aerolineas Santo Domingo (EX/SDO),688
Executive Air,executive-air-ex0,gb,EX ,Executive Air (EX/EX0),Executive Air (EX/EX0),1461
Jet2.com,jet2com-exs,gb,LS ,Jet2.com (LS/EXS),Jet2.com (LS/EXS),286
Germania,germania-gmi,de,ST ,Germania (ST/GMI),Germania (ST/GMI),331
Ivoire Airways,ivoire-airways-ivw,ci,XV ,Ivoire Airways (XV/IVW),Ivoire Airways (XV/IVW),402
Jersey European Airways,jersey-european-airways-jea,gb,JY ,Jersey European Airways (JY/JEA),Jersey European Airways (JY/JEA),1193
LASER Airlines,laser-airlines-ler,ve,QL ,LASER Airlines (QL/LER),LASER Airlines (QL/LER),981
Aero Lanka,aero-lanka-rnl,lk,QL ,Aero Lanka (QL/RNL),Aero Lanka (QL/RNL),651
PNG Air,png-air-tok,pg,CG ,PNG Air (CG/TOK),PNG Air (CG/TOK),1655
Seagle Air,seagle-air-cgl,sk,SJ ,Seagle Air (SJ/CGL),Seagle Air (SJ/CGL),1364
Thai Air Cargo,thai-air-cargo-tcg,th,T2 ,Thai Air Cargo (T2/TCG),Thai Air Cargo (T2/TCG),757
Cargoair,cargoair-cgf,bg,   ,Cargoair (/CGF),Cargoair (/CGF),1603
Lufthansa CityLine,lufthansa-cityline-clh,de,CL ,Lufthansa CityLine (CL/CLH),Lufthansa CityLine (CL/CLH),191
Tyrolean Airways,tyrolean-airways-tyr,at,VO ,Tyrolean Airways (VO/TYR),Tyrolean Airways (VO/TYR),805
Cityjet,cityjet-bcy,ie,WX ,Cityjet (WX/BCY),Cityjet (WX/BCY),122
Utility Enterprise DonbassAero Airline,utility-enterprise-donbassaero-airline-udc,ua,7D ,Utility Enterprise DonbassAero Airline (7D/UDC),Utility Enterprise DonbassAero Airline (7D/UDC),1050
NLM CityHopper,nlm-cityhopper-nlm,nl,HN ,NLM CityHopper (HN/NLM),NLM CityHopper (HN/NLM),1223
AirTran Airways,airtran-airways-trs,us,FL ,AirTran Airways (FL/TRS),AirTran Airways (FL/TRS),790
Hi Fly,hi-fly-hfy,pt,5K ,Hi Fly (5K/HFY),Hi Fly (5K/HFY),1429
TUIfly,tuifly-tui,de,X3 ,TUIfly (X3/TUI),TUIfly (X3/TUI),1143
OpenSkies,openskies-bos,fr,EC ,OpenSkies (EC/BOS),OpenSkies (EC/BOS),1369
Avialeasing Aviation Company,avialeasing-aviation-company-twn,uz,EC ,Avialeasing Aviation Company (EC/TWN),Avialeasing Aviation Company (EC/TWN),801
BA Connect,ba-connect-brt,gb,TH ,BA Connect (TH/BRT),BA Connect (TH/BRT),1210
Eurocypria Airlines,eurocypria-airlines-eca,cy,UI ,Eurocypria Airlines (UI/ECA),Eurocypria Airlines (UI/ECA),251
Precision Air Services,precision-air-services-prf,tz,PW ,Precision Air Services (PW/PRF),Precision Air Services (PW/PRF),622
