name,url,country,iata,lon,value,label,icao,lat,id
Boulder / Kalgoorlie,boulder-kalgoorlie-ypkg,au,KGI,121.461667,Boulder / Kalgoorlie (KGI/YPKG),Boulder / Kalgoorlie (KGI/YPKG),YPKG,-30.79,1415
Boulder City / Boulder City Municipal,boulder-city-boulder-city-municipal-kbvu,us,BLD,-114.833336,Boulder City / Boulder City Municipal (BLD/KBVU),Boulder City / Boulder City Municipal (BLD/KBVU),KBVU,35.983334,3823
Boundiali / Boundiali,boundiali-boundiali-dibi,ci,BXI,-6.467,Boundiali / Boundiali (BXI/DIBI),Boundiali / Boundiali (BXI/DIBI),DIBI,9.533,3983
Boundji / Boundji,boundji-boundji-fcob,cg,BOE,15.383,Boundji / Boundji (BOE/FCOB),Boundji / Boundji (BOE/FCOB),FCOB,-1.033,4048
Bourg / Bourg Ceyzeriat,bourg-bourg-ceyzeriat-lfhs,fr,XBK,5.291667,Bourg / Bourg Ceyzeriat (XBK/LFHS),Bourg / Bourg Ceyzeriat (XBK/LFHS),LFHS,46.205556,3271
Bourges / Bourges,bourges-bourges-lfld,fr,BOU,2.37,Bourges / Bourges (BOU/LFLD),Bourges / Bourges (BOU/LFLD),LFLD,47.060833,381
Bournemouth / Bournemouth,bournemouth-bournemouth-eghh,gb,BOH,-1.8425,Bournemouth / Bournemouth (BOH/EGHH),Bournemouth / Bournemouth (BOH/EGHH),EGHH,50.78,372
Bousso / Bousso,bousso-bousso-ftts,td,OUT,16.717,Bousso / Bousso (OUT/FTTS),Bousso / Bousso (OUT/FTTS),FTTS,10.483,4141
Bozeman / Gallatin Field,bozeman-gallatin-field-kbzn,us,BZN,-111.16033,Bozeman / Gallatin Field (BZN/KBZN),Bozeman / Gallatin Field (BZN/KBZN),KBZN,45.777687,3875
Bozoum / Bozoum,bozoum-bozoum-fegz,cf,BOZ,16.32194,Bozoum / Bozoum (BOZ/FEGZ),Bozoum / Bozoum (BOZ/FEGZ),FEGZ,6.344167,4071
Bradshaw Field / Bradshaw Aaf,bradshaw-field-bradshaw-aaf-phsf,us,BSF,-155.553,Bradshaw Field / Bradshaw Aaf (BSF/PHSF),Bradshaw Field / Bradshaw Aaf (BSF/PHSF),PHSF,19.76001,4377
Braganca / Braganca,braganca-braganca-lpbg,pt,BGC,-6.706072,Braganca / Braganca (BGC/LPBG),Braganca / Braganca (BGC/LPBG),LPBG,41.859583,284
Brainerd / Brainerd Lakes Regional,brainerd-brainerd-lakes-regional-kbrd,us,BRD,-94.138056,Brainerd / Brainerd Lakes Regional (BRD/KBRD),Brainerd / Brainerd Lakes Regional (BRD/KBRD),KBRD,46.398333,4931
Braintree / Andrewsfield,braintree-andrewsfield-egsl,gb,NA0,0.449167,Braintree / Andrewsfield (NA0/EGSL),Braintree / Andrewsfield (NA0/EGSL),EGSL,51.895,5123
Brampton / Brampton,brampton-brampton-cnc3,ca,NA0,-79.875,Brampton / Brampton (NA0/CNC3),Brampton / Brampton (NA0/CNC3),CNC3,43.760278,4886
Brampton Island / Brampton Island,brampton-island-brampton-island-ybpi,au,BMP,149.23334,Brampton Island / Brampton Island (BMP/YBPI),Brampton Island / Brampton Island (BMP/YBPI),YBPI,-20.783333,3730
Brandon / Brandon,brandon-brandon-cybr,ca,YBR,-99.950833,Brandon / Brandon (YBR/CYBR),Brandon / Brandon (YBR/CYBR),CYBR,49.909722,3309
Branson / Branson,branson-branson-kbbg,us,BKG,-93.2005,Branson / Branson (BKG/KBBG),Branson / Branson (BKG/KBBG),KBBG,36.53208,4654
Brasilia / Brasilia,brasilia-brasilia-sbbr,br,BSB,-47.920833,Brasilia / Brasilia (BSB/SBBR),Brasilia / Brasilia (BSB/SBBR),SBBR,-15.869167,407
Bratislava / MR Stefanik,bratislava-mr-stefanik-lzib,sk,BTS,17.212778,Bratislava / MR Stefanik (BTS/LZIB),Bratislava / MR Stefanik (BTS/LZIB),LZIB,48.17,424
Bratsk / Bratsk,bratsk-bratsk-uibb,ru,BTK,101.698333,Bratsk / Bratsk (BTK/UIBB),Bratsk / Bratsk (BTK/UIBB),UIBB,56.37,422
Braunschweig / Braunschweig,braunschweig-braunschweig-edve,de,BWE,10.556111,Braunschweig / Braunschweig (BWE/EDVE),Braunschweig / Braunschweig (BWE/EDVE),EDVE,52.319167,445
Brazzaville / Brazzaville,brazzaville-brazzaville-fcbb,cg,BZV,15.248333,Brazzaville / Brazzaville (BZV/FCBB),Brazzaville / Brazzaville (BZV/FCBB),FCBB,-4.255556,469
Breitscheid / Breitscheid,breitscheid-breitscheid-edgb,de,NA0,8.172778,Breitscheid / Breitscheid (NA0/EDGB),Breitscheid / Breitscheid (NA0/EDGB),EDGB,50.679436,3815
Bremen / Bremen,bremen-bremen-eddw,de,BRE,8.786747,Bremen / Bremen (BRE/EDDW),Bremen / Bremen (BRE/EDDW),EDDW,53.0474,395
Bremerhaven / Bremerhaven,bremerhaven-bremerhaven-edwb,de,BRV,8.572878,Bremerhaven / Bremerhaven (BRV/EDWB),Bremerhaven / Bremerhaven (BRV/EDWB),EDWB,53.507081,404
Brescia / Montichiari,brescia-montichiari-lipo,it,VBS,10.330556,Brescia / Montichiari (VBS/LIPO),Brescia / Montichiari (VBS/LIPO),LIPO,45.428889,3146
Brest / Brest Guipavas,brest-brest-guipavas-lfrb,fr,BES,-4.421667,Brest / Brest Guipavas (BES/LFRB),Brest / Brest Guipavas (BES/LFRB),LFRB,48.447222,268
Bria / Bria,bria-bria-fefr,cf,BIV,21.98944,Bria / Bria (BIV/FEFR),Bria / Bria (BIV/FEFR),FEFR,6.527778,4067
Bridgeport / Igor I Sikorsky Mem,bridgeport-igor-i-sikorsky-mem-kbdr,us,BDR,-73.126167,Bridgeport / Igor I Sikorsky Mem (BDR/KBDR),Bridgeport / Igor I Sikorsky Mem (BDR/KBDR),KBDR,41.163472,253
Brindisi / Casale,brindisi-casale-libr,it,BDS,17.948056,Brindisi / Casale (BDS/LIBR),Brindisi / Casale (BDS/LIBR),LIBR,40.660556,255
Brisbane / Brisbane,brisbane-brisbane-ybbn,au,BNE,153.118333,Brisbane / Brisbane (BNE/YBBN),Brisbane / Brisbane (BNE/YBBN),YBBN,-27.383333,362
Bristol / Bristol,bristol-bristol-eggd,gb,BRS,-2.719089,Bristol / Bristol (BRS/EGGD),Bristol / Bristol (BRS/EGGD),EGGD,51.382669,402
Brive / Brive La Roche,brive-brive-la-roche-lfbv,fr,BVE,1.474444,Brive / Brive La Roche (BVE/LFBV),Brive / Brive La Roche (BVE/LFBV),LFBV,45.149444,444
Brize Norton / Brize Norton,brize-norton-brize-norton-egvn,gb,BZZ,-1.583617,Brize Norton / Brize Norton (BZZ/EGVN),Brize Norton / Brize Norton (BZZ/EGVN),EGVN,51.749964,470
Brno / Brno-Turany,brno-brno-turany-lktb,cz,BRQ,16.693889,Brno / Brno-Turany (BRQ/LKTB),Brno / Brno-Turany (BRQ/LKTB),LKTB,49.151389,400
Brochet / Brochet,brochet-brochet-cybt,ca,YBT,-101.678,Brochet / Brochet (YBT/CYBT),Brochet / Brochet (YBT/CYBT),CYBT,57.88944,3956
Broken Hill / Broken Hill,broken-hill-broken-hill-ybhi,au,BHQ,141.4686,Broken Hill / Broken Hill (BHQ/YBHI),Broken Hill / Broken Hill (BHQ/YBHI),YBHI,-31.99898,5232
Bronnoysund / Bronnoysund,bronnoysund-bronnoysund-enbn,no,BNN,12.21755,Bronnoysund / Bronnoysund (BNN/ENBN),Bronnoysund / Bronnoysund (BNN/ENBN),ENBN,65.461161,364
Brooksville / Pilot Country,brooksville-pilot-country-x050,us,X05,-82.496485,Brooksville / Pilot Country (X05/X050),Brooksville / Pilot Country (X05/X050),X050,28.330283,4923
Broome / Broome,broome-broome-ybrm,au,BME,122.23429,Broome / Broome (BME/YBRM),Broome / Broome (BME/YBRM),YBRM,-17.95264,3624
Bursa / Yenisehir,bursa-yenisehir-ltbe,tr,BTZ,29.00944,Bursa / Yenisehir (BTZ/LTBE),Bursa / Yenisehir (BTZ/LTBE),LTBE,40.2325,4277
Broughton I / Broughton I,broughton-i-broughton-i-cyvm,ca,YVM,-64.031333,Broughton I / Broughton I (YVM/CYVM),Broughton I / Broughton I (YVM/CYVM),CYVM,67.545833,3462
Brownsville / Padre I,brownsville-padre-i-kbro,us,BRO,-97.425861,Brownsville / Padre I (BRO/KBRO),Brownsville / Padre I (BRO/KBRO),KBRO,25.906833,399
Bruggen / Bruggen,bruggen-bruggen-etur,de,BGN,6.133056,Bruggen / Bruggen (BGN/ETUR),Bruggen / Bruggen (BGN/ETUR),ETUR,51.200278,288
Brunswick / Brunswick Golden Isles,brunswick-brunswick-golden-isles-knea,us,BQK,-81.4664,Brunswick / Brunswick Golden Isles (BQK/KNEA),Brunswick / Brunswick Golden Isles (BQK/KNEA),KNEA,31.2588,4264
Brussels / Brussels,brussels-brussels-ebbr,be,BRU,4.484444,Brussels / Brussels (BRU/EBBR),Brussels / Brussels (BRU/EBBR),EBBR,50.901389,403
Bryan / Coulter Fld,bryan-coulter-fld-kcfd,us,CFD,-96.331361,Bryan / Coulter Fld (CFD/KCFD),Bryan / Coulter Fld (CFD/KCFD),KCFD,30.715694,526
Bryansk / Bryansk,bryansk-bryansk-uubp,ru,BZK,34.178333,Bryansk / Bryansk (BZK/UUBP),Bryansk / Bryansk (BZK/UUBP),UUBP,53.213333,466
Bubovice / Bubovice,bubovice-bubovice-lkbu,cz,NA0,14.178056,Bubovice / Bubovice (NA0/LKBU),Bubovice / Bubovice (NA0/LKBU),LKBU,49.974444,4725
Bucaramanga / Palonegro,bucaramanga-palonegro-skbg,co,BGA,-73.185,Bucaramanga / Palonegro (BGA/SKBG),Bucaramanga / Palonegro (BGA/SKBG),SKBG,7.126944,282
Buchanan / Buchanan,buchanan-buchanan-glbu,lr,UCN,-10.05,Buchanan / Buchanan (UCN/GLBU),Buchanan / Buchanan (UCN/GLBU),GLBU,5.867,4169
Bucharest / Baneasa,bucharest-baneasa-lrbs,ro,BBU,26.103594,Bucharest / Baneasa (BBU/LRBS),Bucharest / Baneasa (BBU/LRBS),LRBS,44.503483,233
Bucharest / Henri Coanda,bucharest-henri-coanda-lrop,ro,OTP,26.085119,Bucharest / Henri Coanda (OTP/LROP),Bucharest / Henri Coanda (OTP/LROP),LROP,44.570992,2230
Budapest / Franz Liszt International,budapest-franz-liszt-international-lhbp,hu,BUD,19.261808,Budapest / Franz Liszt International (BUD/LHBP),Budapest / Franz Liszt International (BUD/LHBP),LHBP,47.439328,429
Buenaventura / Gerardo Tobar Lopez,buenaventura-gerardo-tobar-lopez-skbu,co,BUN,-76.989722,Buenaventura / Gerardo Tobar Lopez (BUN/SKBU),Buenaventura / Gerardo Tobar Lopez (BUN/SKBU),SKBU,3.819722,433
Buenos Aires / Jorge Newbery,buenos-aires-jorge-newbery-sabe,ar,AEP,-58.416389,Buenos Aires / Jorge Newbery (AEP/SABE),Buenos Aires / Jorge Newbery (AEP/SABE),SABE,-34.558889,51
Buenos Aires / Ministro Pistarini,buenos-aires-ministro-pistarini-saez,ar,EZE,-58.539833,Buenos Aires / Ministro Pistarini (EZE/SAEZ),Buenos Aires / Ministro Pistarini (EZE/SAEZ),SAEZ,-34.81273,3599
Buffalo / Greater Buffalo,buffalo-greater-buffalo-kbuf,us,BUF,-78.732167,Buffalo / Greater Buffalo (BUF/KBUF),Buffalo / Greater Buffalo (BUF/KBUF),KBUF,42.940525,430
Buffalo Narrows / Buffalo Narrows,buffalo-narrows-buffalo-narrows-cyvt,ca,YVT,-108.4175,Buffalo Narrows / Buffalo Narrows (YVT/CYVT),Buffalo Narrows / Buffalo Narrows (YVT/CYVT),CYVT,55.841944,3467
Bugulma / Bugulma,bugulma-bugulma-uwkb,ru,UUA,52.80167,Bugulma / Bugulma (UUA/UWKB),Bugulma / Bugulma (UUA/UWKB),UWKB,54.64,5207
Bujumbura / Bujumbura,bujumbura-bujumbura-hbba,bi,BJM,29.317222,Bujumbura / Bujumbura (BJM/HBBA),Bujumbura / Bujumbura (BJM/HBBA),HBBA,-3.317778,321
Bukavu / Bukavu,bukavu-bukavu-fzma,cd,BKY,28.808819,Bukavu / Bukavu (BKY/FZMA),Bukavu / Bukavu (BKY/FZMA),FZMA,-2.308986,337
Bukhara / Bukhara,bukhara-bukhara-utsb,tj,BHK,64.483333,Bukhara / Bukhara (BHK/UTSB),Bukhara / Bukhara (BHK/UTSB),UTSB,39.775,300
Bukoba / Bukoba,bukoba-bukoba-htbu,tz,BKZ,31.8,Bukoba / Bukoba (BKZ/HTBU),Bukoba / Bukoba (BKZ/HTBU),HTBU,-1.3,4251
Bulawayo / Bulawayo,bulawayo-bulawayo-fvbu,zw,BUQ,28.624722,Bulawayo / Bulawayo (BUQ/FVBU),Bulawayo / Bulawayo (BUQ/FVBU),FVBU,-20.018333,435
Bulchi / Bulchi,bulchi-bulchi-habu,et,BCY,36.667,Bulchi / Bulchi (BCY/HABU),Bulchi / Bulchi (BCY/HABU),HABU,6.217,4204
Bullhead City / Laughlin,bullhead-city-laughlin-kifp,us,IFP,-114.559,Bullhead City / Laughlin (IFP/KIFP),Bullhead City / Laughlin (IFP/KIFP),KIFP,35.15597,4673
Bundaberg / Bundaberg,bundaberg-bundaberg-ybud,au,BDB,152.32187,Bundaberg / Bundaberg (BDB/YBUD),Bundaberg / Bundaberg (BDB/YBUD),YBUD,-24.898708,3757
Bungle / Bungle,bungle-bungle-ybuu,au,NA0,128.307,Bungle / Bungle (NA0/YBUU),Bungle / Bungle (NA0/YBUU),YBUU,-17.5453,3691
Bunia / Bunia,bunia-bunia-fzka,cd,BUX,30.220642,Bunia / Bunia (BUX/FZKA),Bunia / Bunia (BUX/FZKA),FZKA,1.565797,438
Bunno Bedele / Bunno Bedele,bunno-bedele-bunno-bedele-habb,et,XBL,36.352,Bunno Bedele / Bunno Bedele (XBL/HABB),Bunno Bedele / Bunno Bedele (XBL/HABB),HABB,8.456,4201
Buon Ma Thuot / Buon Ma Thuot,buon-ma-thuot-buon-ma-thuot-vvbm,vn,BMV,108.1202,Buon Ma Thuot / Buon Ma Thuot (BMV/VVBM),Buon Ma Thuot / Buon Ma Thuot (BMV/VVBM),VVBM,12.66831,4556
Buona / Buona,buona-buona-dibn,ci,BQO,-3.02527,Buona / Buona (BQO/DIBN),Buona / Buona (BQO/DIBN),DIBN,9.2775,3984
Burao / Burao,burao-burao-hcmv,so,BUO,45.55694,Burao / Burao (BUO/HCMV),Burao / Burao (BUO/HCMV),HCMV,9.53,4232
Burbach / Siegerland,burbach-siegerland-edgs,de,SGE,8.083056,Burbach / Siegerland (SGE/EDGS),Burbach / Siegerland (SGE/EDGS),EDGS,50.707778,5043
Burbank / Glendale-Pasadena,burbank-glendale-pasadena-kbur,us,BUR,-118.358667,Burbank / Glendale-Pasadena (BUR/KBUR),Burbank / Glendale-Pasadena (BUR/KBUR),KBUR,34.200667,436
Burgas / Burgas,burgas-burgas-lbbg,bg,BOJ,27.515278,Burgas / Burgas (BOJ/LBBG),Burgas / Burgas (BOJ/LBBG),LBBG,42.570278,374
Buriram / Buriram,buriram-buriram-vtuo,th,BFV,103.253,Buriram / Buriram (BFV/VTUO),Buriram / Buriram (BFV/VTUO),VTUO,15.2295,5254
Burlington / Alamance Regional,burlington-alamance-kbuy,us,BUY,-79.475,Burlington / Alamance Regional (BUY/KBUY),Burlington / Alamance Regional (BUY/KBUY),KBUY,36.048611,5128
Burlington / Burlington Municipal,burlington-burlington-municipal-kbuu,us,BUU,-88.304722,Burlington / Burlington Municipal (BUU/KBUU),Burlington / Burlington Municipal (BUU/KBUU),KBUU,42.690833,5127
Burlington / Burlington,burlington-burlington-kbtv,us,BTV,-73.153278,Burlington / Burlington (BTV/KBTV),Burlington / Burlington (BTV/KBTV),KBTV,44.471861,427
Burlington / Southeast Iowa Regional,burlington-southeast-iowa-regional-kbrl,us,BRL,-91.125556,Burlington / Southeast Iowa Regional (BRL/KBRL),Burlington / Southeast Iowa Regional (BRL/KBRL),KBRL,40.783333,4984
Burnet / Kate Craddock Field,burnet-kate-craddock-field-kbmq,us,BMQ,-98.238611,Burnet / Kate Craddock Field (BMQ/KBMQ),Burnet / Kate Craddock Field (BMQ/KBMQ),KBMQ,30.738889,5133
Burnie / Wynyard,burnie-wynyard-ywyy,au,BWT,145.731111,Burnie / Wynyard (BWT/YWYY),Burnie / Wynyard (BWT/YWYY),YWYY,-40.998889,4876
Bursa / Yenisehir,bursa-yenisehir-ltbr,tr,YEI,29.55,Bursa / Yenisehir (YEI/LTBR),Bursa / Yenisehir (YEI/LTBR),LTBR,40.233334,3764
Burwash / Burwash,burwash-burwash-cydb,ca,YDB,-139.040556,Burwash / Burwash (YDB/CYDB),Burwash / Burwash (YDB/CYDB),CYDB,61.371111,3323
Bushehr / Bushehr,bushehr-bushehr-oibb,ir,BUZ,50.830278,Bushehr / Bushehr (BUZ/OIBB),Bushehr / Bushehr (BUZ/OIBB),OIBB,28.949444,439
Busuanga / Francisco B. Reyes,busuanga-francisco-b-reyes-rpvv,ph,USU,120.166664,Busuanga / Francisco B. Reyes (USU/RPVV),Busuanga / Francisco B. Reyes (USU/RPVV),RPVV,12.1,3725
Butte / Bert Mooney,butte-bert-mooney-kbtm,us,BTM,-112.49389,Butte / Bert Mooney (BTM/KBTM),Butte / Bert Mooney (BTM/KBTM),KBTM,45.95111,4638
Butuan / Bancasi,butuan-bancasi-rpwe,ph,BXU,125.4779,Butuan / Bancasi (BXU/RPWE),Butuan / Bancasi (BXU/RPWE),RPWE,8.951322,4386
Bydgoszcz / Bydgoszcz,bydgoszcz-bydgoszcz-epby,pl,BZG,17.978611,Bydgoszcz / Bydgoszcz (BZG/EPBY),Bydgoszcz / Bydgoszcz (BZG/EPBY),EPBY,53.09667,3666
Cabinda / Cabinda,cabinda-cabinda-fnca,ao,CAB,12.2,Cabinda / Cabinda (CAB/FNCA),Cabinda / Cabinda (CAB/FNCA),FNCA,-5.583333,471
Cabo Frio / Cabo Frio,cabo-frio-cabo-frio-sbcb,br,CFB,-42.074167,Cabo Frio / Cabo Frio (CFB/SBCB),Cabo Frio / Cabo Frio (CFB/SBCB),SBCB,-22.921667,4728
Cachimbo Mountains / Cachimbo,cachimbo-mountains-cachimbo-sbcc,br,NA0,-54.965278,Cachimbo Mountains / Cachimbo (NA0/SBCC),Cachimbo Mountains / Cachimbo (NA0/SBCC),SBCC,-9.333889,5013
Caen / Caen Carpiquet,caen-caen-carpiquet-lfrk,fr,CFR,-0.45,Caen / Caen Carpiquet (CFR/LFRK),Caen / Caen Carpiquet (CFR/LFRK),LFRK,49.173333,529
Caernarfon / Caernarfon,caernarfon-caernarfon-egck,gb,NA0,-4.340278,Caernarfon / Caernarfon (NA0/EGCK),Caernarfon / Caernarfon (NA0/EGCK),EGCK,53.104167,4951
Cagayan De Oro / Lumbia,cagayan-de-oro-lumbia-rpml,ph,CGY,124.61157,Cagayan De Oro / Lumbia (CGY/RPML),Cagayan De Oro / Lumbia (CGY/RPML),RPML,8.407744,3736
Cagliari / Elmas,cagliari-elmas-liee,it,CAG,9.056389,Cagliari / Elmas (CAG/LIEE),Cagliari / Elmas (CAG/LIEE),LIEE,39.247194,474
Cairns / Cairns,cairns-cairns-ybcs,au,CNS,145.755,Cairns / Cairns (CNS/YBCS),Cairns / Cairns (CNS/YBCS),YBCS,-16.886667,591
Cairo / Cairo,cairo-cairo-heca,eg,CAI,31.413889,Cairo / Cairo (CAI/HECA),Cairo / Cairo (CAI/HECA),HECA,30.111389,475
Cajamarca / My. Gral. FAP Armando Revoredo Iglesias,cajamarca-my-gral-fap-armando-revoredo-iglesias-spjr,pe,CJA,-78.489167,Cajamarca / My. Gral. FAP Armando Revoredo Iglesias (CJA/SPJR),Cajamarca / My. Gral. FAP Armando Revoredo Iglesias (CJA/SPJR),SPJR,-7.139167,3894
Calabar / Calabar,calabar-calabar-dnca,ng,CBQ,8.347197,Calabar / Calabar (CBQ/DNCA),Calabar / Calabar (CBQ/DNCA),DNCA,4.976019,494
Calais / Calais-Dunkerque,calais-calais-dunkerque-lfac,fr,CQF,1.951389,Calais / Calais-Dunkerque (CQF/LFAC),Calais / Calais-Dunkerque (CQF/LFAC),LFAC,50.960833,612
Calama / El Loa,calama-el-loa-sccf,cl,CJC,-68.903611,Calama / El Loa (CJC/SCCF),Calama / El Loa (CJC/SCCF),SCCF,-22.498333,563
Calbayog City / Calbayog,calbayog-city-calbayog-rpvc,ph,CYP,124.545092,Calbayog City / Calbayog (CYP/RPVC),Calbayog City / Calbayog (CYP/RPVC),RPVC,12.072706,4943
Calcutta / NS Chandra Bose Int,calcutta-ns-chandra-bose-int-vecc,in,CCU,88.446717,Calcutta / NS Chandra Bose Int (CCU/VECC),Calcutta / NS Chandra Bose Int (CCU/VECC),VECC,22.653958,504
Calexico / Calexico,calexico-calexico-kcxl,us,CXL,-115.513328,Calexico / Calexico (CXL/KCXL),Calexico / Calexico (CXL/KCXL),KCXL,32.669503,656
Calgary / Calgary,calgary-calgary-cyyc,ca,YYC,-114.020333,Calgary / Calgary (YYC/CYYC),Calgary / Calgary (YYC/CYYC),CYYC,51.113833,3485
Calgary / Springbank,calgary-springbank-cybw,ca,YBW,-114.371389,Calgary / Springbank (YBW/CYBW),Calgary / Springbank (YBW/CYBW),CYBW,51.105278,4844
Cali / Alfonso Bonilla Aragon Intl.,cali-alfonso-bonilla-aragon-intl-skcl,co,CLO,-76.381667,Cali / Alfonso Bonilla Aragon Intl. (CLO/SKCL),Cali / Alfonso Bonilla Aragon Intl. (CLO/SKCL),SKCL,3.543056,573
Calicut / Karipur,calicut-karipur-vocl,in,CCJ,75.950417,Calicut / Karipur (CCJ/VOCL),Calicut / Karipur (CCJ/VOCL),VOCL,11.138056,500
Calvi / Calvi Sainte Catherine,calvi-calvi-sainte-catherine-lfkc,fr,CLY,8.793056,Calvi / Calvi Sainte Catherine (CLY/LFKC),Calvi / Calvi Sainte Catherine (CLY/LFKC),LFKC,42.520278,576
Camaguey / Camaguey,camaguey-camaguey-mucm,cu,CMW,-77.8475,Camaguey / Camaguey (CMW/MUCM),Camaguey / Camaguey (CMW/MUCM),MUCM,21.420278,585
Cambridge / Cambridge,cambridge-cambridge-egsc,gb,CBG,0.175,Cambridge / Cambridge (CBG/EGSC),Cambridge / Cambridge (CBG/EGSC),EGSC,52.205,488
Cambridge Bay / Cambridge Bay,cambridge-bay-cambridge-bay-cycb,ca,YCB,-105.138333,Cambridge Bay / Cambridge Bay (YCB/CYCB),Cambridge Bay / Cambridge Bay (YCB/CYCB),CYCB,69.108056,3311
Camden / Camden,camden-camden-yscn,au,CDU,150.687222,Camden / Camden (CDU/YSCN),Camden / Camden (CDU/YSCN),YSCN,-34.040278,513
Camiguin / Camiguin,camiguin-camiguin-rpmh,ph,CGM,124.707075,Camiguin / Camiguin (CGM/RPMH),Camiguin / Camiguin (CGM/RPMH),RPMH,9.253525,5159
Camiri / Camiri,camiri-camiri-slca,bo,CAM,-63.527778,Camiri / Camiri (CAM/SLCA),Camiri / Camiri (CAM/SLCA),SLCA,-20.006389,477
Camp Bastion / Camp Bastion,camp-bastion-camp-bastion-oazi,af,NA0,64.221111,Camp Bastion / Camp Bastion (NA0/OAZI),Camp Bastion / Camp Bastion (NA0/OAZI),OAZI,31.856944,4745
Camp Springs / Andrews AFB,camp-springs-andrews-afb-kadw,us,ADW,-76.867,Camp Springs / Andrews AFB (ADW/KADW),Camp Springs / Andrews AFB (ADW/KADW),KADW,38.810833,46
Campbell River / Campbell River,campbell-river-campbell-river-cybl,ca,YBL,-125.270833,Campbell River / Campbell River (YBL/CYBL),Campbell River / Campbell River (YBL/CYBL),CYBL,49.950833,3308
Campeche / Campeche,campeche-campeche-mmcp,mx,CPE,-90.500306,Campeche / Campeche (CPE/MMCP),Campeche / Campeche (CPE/MMCP),MMCP,19.816806,605
Campina Grande / Joao Suassuna-Campina Grande,campina-grande-joao-suassuna-campina-grande-sbkg,br,CPV,-35.895,Campina Grande / Joao Suassuna-Campina Grande (CPV/SBKG),Campina Grande / Joao Suassuna-Campina Grande (CPV/SBKG),SBKG,-7.268333,610
Campinas / Amarais,campinas-amarais-sdam,br,CPQ,-47.141647,Campinas / Amarais (CPQ/SDAM),Campinas / Amarais (CPQ/SDAM),SDAM,-23.00992,4634
Campinas / Viracopos,campinas-viracopos-sbkp,br,VCP,-47.134444,Campinas / Viracopos (VCP/SBKP),Campinas / Viracopos (VCP/SBKP),SBKP,-23.006944,3150
Campo Grande / Campo Grande,campo-grande-campo-grande-sbcg,br,CGR,-54.670278,Campo Grande / Campo Grande (CGR/SBCG),Campo Grande / Campo Grande (CGR/SBCG),SBCG,-20.469444,539
Castries / Vigie,castries-vigie-tlpc,lc,SLU,-60.993056,Castries / Vigie (SLU/TLPC),Castries / Vigie (SLU/TLPC),TLPC,14.02,2713
Campos / Campos-Bartolomeu Lisandro,campos-campos-bartolomeu-lisandro-sbcp,br,CAW,-41.307778,Campos / Campos-Bartolomeu Lisandro (CAW/SBCP),Campos / Campos-Bartolomeu Lisandro (CAW/SBCP),SBCP,-21.701111,483
Can Tho / Can Tho,can-tho-can-tho-vvct,vn,VCA,105.711944,Can Tho / Can Tho (VCA/VVCT),Can Tho / Can Tho (VCA/VVCT),VVCT,10.085278,4889
Canaima / Canaima,canaima-canaima-svcn,ve,CAJ,-62.854433,Canaima / Canaima (CAJ/SVCN),Canaima / Canaima (CAJ/SVCN),SVCN,6.231989,476
Canakkale / Canakkale,canakkale-canakkale-ltbh,tr,CKZ,26.42677,Canakkale / Canakkale (CKZ/LTBH),Canakkale / Canakkale (CKZ/LTBH),LTBH,40.13772,4624
Canberra / Canberra,canberra-canberra-yscb,au,CBR,149.195,Canberra / Canberra (CBR/YSCB),Canberra / Canberra (CBR/YSCB),YSCB,-35.306667,495
Cancun / Cancun,cancun-cancun-mmun,mx,CUN,-86.877,Cancun / Cancun (CUN/MMUN),Cancun / Cancun (CUN/MMUN),MMUN,21.037475,639
Canefield / Canefield,canefield-canefield-tdcf,dm,DCF,-61.392211,Canefield / Canefield (DCF/TDCF),Canefield / Canefield (DCF/TDCF),TDCF,15.336719,683
Canmore / Canmore Heliport,canmore-canmore-heliport-cew9,ca,NA0,-115.3377,Canmore / Canmore Heliport (NA0/CEW9),Canmore / Canmore Heliport (NA0/CEW9),CEW9,51.079,4790
Cannes / Cannes Mandelieu,cannes-cannes-mandelieu-lfmd,fr,CEQ,6.954167,Cannes / Cannes Mandelieu (CEQ/LFMD),Cannes / Cannes Mandelieu (CEQ/LFMD),LFMD,43.546389,522
Canouan / Canouan,canouan-canouan-tvsc,tt,CIW,-61.342431,Canouan / Canouan (CIW/TVSC),Canouan / Canouan (CIW/TVSC),TVSC,12.699042,559
Canton Island / Canton Island Airport,canton-island-canton-island-airport-pcis,ki,CIS,-171.71,Canton Island / Canton Island Airport (CIS/PCIS),Canton Island / Canton Island Airport (CIS/PCIS),PCIS,-2.76812,4374
Cap Haitien / Cap Haitien,cap-haitien-cap-haitien-mtch,ht,CAP,-72.194811,Cap Haitien / Cap Haitien (CAP/MTCH),Cap Haitien / Cap Haitien (CAP/MTCH),MTCH,19.732664,479
Cap Skiring / Cap Skiring,cap-skiring-cap-skiring-gogs,sn,CSK,-16.741572,Cap Skiring / Cap Skiring (CSK/GOGS),Cap Skiring / Cap Skiring (CSK/GOGS),GOGS,12.388947,621
Cape Dorset / Cape Dorset,cape-dorset-cape-dorset-cyte,ca,YTE,-76.526667,Cape Dorset / Cape Dorset (YTE/CYTE),Cape Dorset / Cape Dorset (YTE/CYTE),CYTE,64.23,3442
