name,url,country,iata,lon,value,label,icao,lat,id
/ Franz Josef Aerodrome,-franz-josef-aerodrome-nzfj,nz,WHO,170.134, / Franz Josef Aerodrome (WHO/NZFJ), / Franz Josef Aerodrome (WHO/NZFJ),NZFJ,-43.3631,5257
"Arlington, TX / Arlintgon Municipal",arlington-arlington-municipal-kgky,us,GKY,-97.094167,"Arlington, TX / Arlintgon Municipal (GKY/KGKY)","Arlington, TX / Arlintgon Municipal (GKY/KGKY)",KGKY,32.663889,5083
"Arlington, WA / Arlington Municipal",arlington-arlington-municipal-kawo,us,AWO,-122.158889,"Arlington, WA / Arlington Municipal (AWO/KAWO)","Arlington, WA / Arlington Municipal (AWO/KAWO)",KAWO,48.160833,5082
108 Mile Ranch / South Cariboo Regional,108-mile-ranch-south-cariboo-regional-czml,ca,ZMH,-121.332778,108 Mile Ranch / South Cariboo Regional (ZMH/CZML),108 Mile Ranch / South Cariboo Regional (ZMH/CZML),CZML,51.736667,4973
Aachen / Aachen Merzbruck,aachen-aachen-merzbruck-edka,de,AAH,6.186111,Aachen / Aachen Merzbruck (AAH/EDKA),Aachen / Aachen Merzbruck (AAH/EDKA),EDKA,50.82305,3998
Aalborg / Aalborg,aalborg-aalborg-ekyt,dk,AAL,9.849164,Aalborg / Aalborg (AAL/EKYT),Aalborg / Aalborg (AAL/EKYT),EKYT,57.092789,6
Aarhus / Tirstrup,aarhus-tirstrup-ekah,dk,AAR,10.619008,Aarhus / Tirstrup (AAR/EKAH),Aarhus / Tirstrup (AAR/EKAH),EKAH,56.300017,8
Aasiaat / Aasiaat,aasiaat-aasiaat-bgem,gl,JEG,-52.7847,Aasiaat / Aasiaat (JEG/BGEM),Aasiaat / Aasiaat (JEG/BGEM),BGEM,68.72184,3943
Abaco I / Marsh Harbour,abaco-i-marsh-harbour-myam,bs,MHH,-77.083472,Abaco I / Marsh Harbour (MHH/MYAM),Abaco I / Marsh Harbour (MHH/MYAM),MYAM,26.511406,1826
Abaco I / Treasure Cay,abaco-i-treasure-cay-myat,bs,TCB,-77.391269,Abaco I / Treasure Cay (TCB/MYAT),Abaco I / Treasure Cay (TCB/MYAT),MYAT,26.745336,2869
Abadan / Abadan,abadan-abadan-oiaa,ir,ABD,48.228333,Abadan / Abadan (ABD/OIAA),Abadan / Abadan (ABD/OIAA),OIAA,30.371111,11
Abakan / Abakan,abakan-abakan-unaa,ru,ABA,91.385,Abakan / Abakan (ABA/UNAA),Abakan / Abakan (ABA/UNAA),UNAA,53.741667,10
Abbotsford / Abbotsford,abbotsford-abbotsford-cyxx,ca,YXX,-122.360556,Abbotsford / Abbotsford (YXX/CYXX),Abbotsford / Abbotsford (YXX/CYXX),CYXX,49.025278,3482
Abeche / Abeche,abeche-abeche-fttc,td,AEH,20.85,Abeche / Abeche (AEH/FTTC),Abeche / Abeche (AEH/FTTC),FTTC,13.85,50
Abengourou / Abengourou,abengourou-abengourou-diau,ci,OGO,-3.47027,Abengourou / Abengourou (OGO/DIAU),Abengourou / Abengourou (OGO/DIAU),DIAU,6.715556,3982
Aberdeen / Dyce,aberdeen-dyce-egpd,gb,ABZ,-2.197778,Aberdeen / Dyce (ABZ/EGPD),Aberdeen / Dyce (ABZ/EGPD),EGPD,57.201944,25
Aberdeen / Phillips AAF,aberdeen-phillips-aaf-kapg,us,APG,-76.168808,Aberdeen / Phillips AAF (APG/KAPG),Aberdeen / Phillips AAF (APG/KAPG),KAPG,39.466219,143
Abha / Abha,abha-abha-oeab,sa,AHB,42.656508,Abha / Abha (AHB/OEAB),Abha / Abha (AHB/OEAB),OEAB,18.240411,74
Abidjan / Felix H Boigny,abidjan-felix-h-boigny-diap,ci,ABJ,-3.928611,Abidjan / Felix H Boigny (ABJ/DIAP),Abidjan / Felix H Boigny (ABJ/DIAP),DIAP,5.254444,14
Abilene / Abilene Regl,abilene-abilene-regl-kabi,us,ABI,-99.681897,Abilene / Abilene Regl (ABI/KABI),Abilene / Abilene Regl (ABI/KABI),KABI,32.411319,13
Abilene / Dyess AFB,abilene-dyess-afb-kdys,us,DYS,-99.854667,Abilene / Dyess AFB (DYS/KDYS),Abilene / Dyess AFB (DYS/KDYS),KDYS,32.420833,769
Abu Dhabi / Abu Dhabi,abu-dhabi-abu-dhabi-omaa,ae,AUH,54.651111,Abu Dhabi / Abu Dhabi (AUH/OMAA),Abu Dhabi / Abu Dhabi (AUH/OMAA),OMAA,24.433056,188
Abu Dhabi / Al Dhafra Air Base,abu-dhabi-al-dhafra-air-base-omam,ae,DHF,54.5475,Abu Dhabi / Al Dhafra Air Base (DHF/OMAM),Abu Dhabi / Al Dhafra Air Base (DHF/OMAM),OMAM,24.248056,5143
Abu Dhabi / Bateen,abu-dhabi-bateen-omad,ae,AZI,54.458083,Abu Dhabi / Bateen (AZI/OMAD),Abu Dhabi / Bateen (AZI/OMAD),OMAD,24.428333,209
Abu Simbel / Abu Simbel,abu-simbel-abu-simbel-hebl,eg,ABS,31.611667,Abu Simbel / Abu Simbel (ABS/HEBL),Abu Simbel / Abu Simbel (ABS/HEBL),HEBL,22.375833,19
Abuja / Abuja,abuja-abuja-dnaa,ng,ABV,7.263056,Abuja / Abuja (ABV/DNAA),Abuja / Abuja (ABV/DNAA),DNAA,9.006944,22
Academia / Academia,academia-academia-sbys,br,QPS,-47.344167,Academia / Academia (QPS/SBYS),Academia / Academia (QPS/SBYS),SBYS,-21.984444,2460
Acapulco / Alvarez,acapulco-alvarez-mmaa,mx,ACA,-99.753819,Acapulco / Alvarez (ACA/MMAA),Acapulco / Alvarez (ACA/MMAA),MMAA,16.757097,26
Acarigua / Acarigua,acarigua-acarigua-svac,ve,AGV,-69.233333,Acarigua / Acarigua (AGV/SVAC),Acarigua / Acarigua (AGV/SVAC),SVAC,9.55,71
Accra / Kotoka,accra-kotoka-dgaa,gh,ACC,-0.166786,Accra / Kotoka (ACC/DGAA),Accra / Kotoka (ACC/DGAA),DGAA,5.605186,27
Acklins I / Spring Point,acklins-i-spring-point-myap,bs,AXP,-73.970858,Acklins I / Spring Point (AXP/MYAP),Acklins I / Spring Point (AXP/MYAP),MYAP,22.441828,202
Adak I / Mitchell Fld,adak-i-mitchell-fld-padk,us,ADK,-176.646031,Adak I / Mitchell Fld (ADK/PADK),Adak I / Mitchell Fld (ADK/PADK),PADK,51.877964,42
Adana / Incirlik Air Base,adana-incirlik-air-base-ltag,tr,UAB,35.425833,Adana / Incirlik Air Base (UAB/LTAG),Adana / Incirlik Air Base (UAB/LTAG),LTAG,37.001944,5104
Adana / Sakirpasa,adana-sakirpasa-ltaf,tr,ADA,35.283056,Adana / Sakirpasa (ADA/LTAF),Adana / Sakirpasa (ADA/LTAF),LTAF,36.9825,34
Adazi / Adazi,adazi-adazi-evad,lv,NA0,24.2662,Adazi / Adazi (NA0/EVAD),Adazi / Adazi (NA0/EVAD),EVAD,57.0985,5093
Addis Ababa / Bole,addis-ababa-bole-haab,et,ADD,38.7994,Addis Ababa / Bole (ADD/HAAB),Addis Ababa / Bole (ADD/HAAB),HAAB,8.975042,37
Adelaide / Adelaide,adelaide-adelaide-ypad,au,ADL,138.530833,Adelaide / Adelaide (ADL/YPAD),Adelaide / Adelaide (ADL/YPAD),YPAD,-34.945,43
Aden / Aden International,aden-aden-international-oyaa,ye,ADE,45.037537,Aden / Aden International (ADE/OYAA),Aden / Aden International (ADE/OYAA),OYAA,12.826116,3750
Adiyaman / Adiyaman,adiyaman-adiyaman-ltcp,tr,ADF,38.46893,Adiyaman / Adiyaman (ADF/LTCP),Adiyaman / Adiyaman (ADF/LTCP),LTCP,37.73136,4594
Adrar / Touat,adrar-touat-daua,dz,AZR,-0.185278,Adrar / Touat (AZR/DAUA),Adrar / Touat (AZR/DAUA),DAUA,27.839167,210
Afyon / Afyon,afyon-afyon-ltah,tr,AFY,30.601114,Afyon / Afyon (AFY/LTAH),Afyon / Afyon (AFY/LTAH),LTAH,38.726425,58
Agades / Agades Sud,agades-agades-sud-drza,ne,AJY,7.990278,Agades / Agades Sud (AJY/DRZA),Agades / Agades Sud (AJY/DRZA),DRZA,16.962222,89
Agadir / Agadir Almassira,agadir-agadir-almassira-gmad,ma,AGA,-9.555895,Agadir / Agadir Almassira (AGA/GMAD),Agadir / Agadir Almassira (AGA/GMAD),GMAD,30.378326,3664
Agartala / Agartala,agartala-agartala-veat,in,IXA,91.239167,Agartala / Agartala (IXA/VEAT),Agartala / Agartala (IXA/VEAT),VEAT,23.890667,1291
Agatti / Agatti,agatti-agatti-voat,in,AGX,72.17604,Agatti / Agatti (AGX/VOAT),Agatti / Agatti (AGX/VOAT),VOAT,10.82365,4444
Agen / Agen La Garenne,agen-agen-la-garenne-lfba,fr,AGF,0.590556,Agen / Agen La Garenne (AGF/LFBA),Agen / Agen La Garenne (AGF/LFBA),LFBA,44.174722,62
Aggeneys / Aggeneys,aggeneys-aggeneys-faag,za,AGZ,18.8175,Aggeneys / Aggeneys (AGZ/FAAG),Aggeneys / Aggeneys (AGZ/FAAG),FAAG,-29.279167,73
Agra / Kheria,agra-kheria-viag,in,AGR,77.960892,Agra / Kheria (AGR/VIAG),Agra / Kheria (AGR/VIAG),VIAG,27.155831,68
Agri / Agri,agri-agri-ltco,tr,AJI,43.02715,Agri / Agri (AJI/LTCO),Agri / Agri (AJI/LTCO),LTCO,39.65456,4625
Agrinion / Agrinion,agrinion-agrinion-lgag,gr,AGQ,21.35,Agrinion / Agrinion (AGQ/LGAG),Agrinion / Agrinion (AGQ/LGAG),LGAG,38.602778,67
Aguadilla / Rafael Hernandez,aguadilla-rafael-hernandez-tjbq,pr,BQN,-67.129444,Aguadilla / Rafael Hernandez (BQN/TJBQ),Aguadilla / Rafael Hernandez (BQN/TJBQ),TJBQ,18.494861,391
Aguascalientes / Jesus Teran Int,aguascalientes-jesus-teran-int-mmas,mx,AGU,-102.317894,Aguascalientes / Jesus Teran Int (AGU/MMAS),Aguascalientes / Jesus Teran Int (AGU/MMAS),MMAS,21.705486,70
Aguni / Aguni,aguni-aguni-rora,jp,AGJ,127.2408,Aguni / Aguni (AGJ/RORA),Aguni / Aguni (AGJ/RORA),RORA,26.59249,4383
Ahmedabad / Sardar Vallabhbhai Patel,ahmedabad-sardar-vallabhbhai-patel-vaah,in,AMD,72.626431,Ahmedabad / Sardar Vallabhbhai Patel (AMD/VAAH),Ahmedabad / Sardar Vallabhbhai Patel (AMD/VAAH),VAAH,23.071189,115
Ahwaz / Ahwaz,ahwaz-ahwaz-oiaw,ir,AWZ,48.760278,Ahwaz / Ahwaz (AWZ/OIAW),Ahwaz / Ahwaz (AWZ/OIAW),OIAW,31.3375,197
Aioun-El-Atrouss / Aioun El Atrouss,aioun-el-atrouss-aioun-el-atrouss-gqna,sn,IEO,-9.633333,Aioun-El-Atrouss / Aioun El Atrouss (IEO/GQNA),Aioun-El-Atrouss / Aioun El Atrouss (IEO/GQNA),GQNA,16.716667,1214
Airlie Beach / Whitsunday Airport,airlie-beach-whitsunday-airport-yshr,au,NA0,148.755,Airlie Beach / Whitsunday Airport (NA0/YSHR),Airlie Beach / Whitsunday Airport (NA0/YSHR),YSHR,-20.278333,3727
Aitutaki / Aitutaki,aitutaki-aitutaki-ncai,ck,AIT,-159.764233,Aitutaki / Aitutaki (AIT/NCAI),Aitutaki / Aitutaki (AIT/NCAI),NCAI,-18.830922,80
Aix / Aix Les Milles,aix-aix-les-milles-lfma,fr,QXB,5.367222,Aix / Aix Les Milles (QXB/LFMA),Aix / Aix Les Milles (QXB/LFMA),LFMA,43.505278,2466
Aizawl / Lengpui,aizawl-lengpui-veaz,in,AJL,92.80276,Aizawl / Lengpui (AJL/VEAZ),Aizawl / Lengpui (AJL/VEAZ),VEAZ,23.7466,4431
Ajaccio / Ajaccio Campo Dell Oro,ajaccio-ajaccio-campo-dell-oro-lfkj,fr,AJA,8.8025,Ajaccio / Ajaccio Campo Dell Oro (AJA/LFKJ),Ajaccio / Ajaccio Campo Dell Oro (AJA/LFKJ),LFKJ,41.923889,82
Akita / Akita,akita-akita-rjsk,jp,AXT,140.218611,Akita / Akita (AXT/RJSK),Akita / Akita (AXT/RJSK),RJSK,39.615556,204
Akjoujt / Akjoujt,akjoujt-akjoujt-gqnj,mr,AJJ,-14.3794,Akjoujt / Akjoujt (AJJ/GQNJ),Akjoujt / Akjoujt (AJJ/GQNJ),GQNJ,19.73166,4186
Akola / Akola,akola-akola-vaak,in,AKD,77.058889,Akola / Akola (AKD/VAAK),Akola / Akola (AKD/VAAK),VAAK,20.697778,90
Akron / Akron Fulton,akron-akron-fulton-kakr,us,AKC,-81.466917,Akron / Akron Fulton (AKC/KAKR),Akron / Akron Fulton (AKC/KAKR),KAKR,41.0375,96
Akron/Canton / Akron/Canton,akroncanton-akroncanton-kcak,us,CAK,-81.43583,Akron/Canton / Akron/Canton (CAK/KCAK),Akron/Canton / Akron/Canton (CAK/KCAK),KCAK,40.914963,3621
Akrotiri / Akrotiri,akrotiri-akrotiri-lcra,cy,AKT,32.987833,Akrotiri / Akrotiri (AKT/LCRA),Akrotiri / Akrotiri (AKT/LCRA),LCRA,34.590333,97
Aktau / Aktau,aktau-aktau-uate,kz,SCO,51.1,Aktau / Aktau (SCO/UATE),Aktau / Aktau (SCO/UATE),UATE,43.86667,3756
Aktyubinsk / Aktyubinsk,aktyubinsk-aktyubinsk-uatt,kz,AKX,57.206667,Aktyubinsk / Aktyubinsk (AKX/UATT),Aktyubinsk / Aktyubinsk (AKX/UATT),UATT,50.245833,98
Akure / Akure,akure-akure-dnak,ng,AKR,5.304167,Akure / Akure (AKR/DNAK),Akure / Akure (AKR/DNAK),DNAK,7.25,95
Akureyri / Akureyri,akureyri-akureyri-biar,is,AEY,-18.072222,Akureyri / Akureyri (AEY/BIAR),Akureyri / Akureyri (AEY/BIAR),BIAR,65.658611,55
Al Ahsa / Al Ahsa,al-ahsa-al-ahsa-oeah,sa,HOF,49.485256,Al Ahsa / Al Ahsa (HOF/OEAH),Al Ahsa / Al Ahsa (HOF/OEAH),OEAH,25.285431,1589
Al Ain / Al Ain,al-ain-al-ain-omal,ae,AAN,55.60916,Al Ain / Al Ain (AAN/OMAL),Al Ain / Al Ain (AAN/OMAL),OMAL,24.26166,4600
Al Anbar / Al Asad Airbase,al-anbar-al-asad-airbase-oraa,iq,MAA,42.4412,Al Anbar / Al Asad Airbase (MAA/ORAA),Al Anbar / Al Asad Airbase (MAA/ORAA),ORAA,33.785608,5144
Al Baha / Al Baha,al-baha-al-baha-oeba,sa,ABT,41.634083,Al Baha / Al Baha (ABT/OEBA),Al Baha / Al Baha (ABT/OEBA),OEBA,20.296056,20
Al Ghaida / Al Ghaida,al-ghaida-al-ghaida-odag,ye,AAY,52.175,Al Ghaida / Al Ghaida (AAY/ODAG),Al Ghaida / Al Ghaida (AAY/ODAG),ODAG,16.19166,4357
Al Hoceima / Al Hoceima/ Cherif Al Idrissi,al-hoceima-al-hoceima-cherif-al-idrissi-gmta,ma,AHU,-3.831667,Al Hoceima / Al Hoceima/ Cherif Al Idrissi (AHU/GMTA),Al Hoceima / Al Hoceima/ Cherif Al Idrissi (AHU/GMTA),GMTA,35.180556,76
Al Jouf / Al Jouf,al-jouf-al-jouf-oesk,sa,AJO,40.099569,Al Jouf / Al Jouf (AJO/OESK),Al Jouf / Al Jouf (AJO/OESK),OESK,29.785169,86
Al-Ula / Prince Abdul Majeed bin Abdul Aziz,al-ula-prince-abdul-majeed-bin-abdul-aziz-oeao,sa,ULH,38.11694,Al-Ula / Prince Abdul Majeed bin Abdul Aziz (ULH/OEAO),Al-Ula / Prince Abdul Majeed bin Abdul Aziz (ULH/OEAO),OEAO,26.483333,5188
Alamogordo / Holloman AFB,alamogordo-holloman-afb-khmn,us,HMN,-106.1065,Alamogordo / Holloman AFB (HMN/KHMN),Alamogordo / Holloman AFB (HMN/KHMN),KHMN,32.8525,1148
Alamogordo / White Sands,alamogordo-white-sands-kalm,us,ALM,-105.99,Alamogordo / White Sands (ALM/KALM),Alamogordo / White Sands (ALM/KALM),KALM,32.83994,4575
Alamosa / San Luis Valley,alamosa-san-luis-valley-kals,us,ALS,-105.866,Alamosa / San Luis Valley (ALS/KALS),Alamosa / San Luis Valley (ALS/KALS),KALS,37.43491,4641
Alanya / Gazipasa,alanya-gazipasa,tr,GZP,32.3014,Alanya / Gazipasa (GZP/LTFG),Alanya / Gazipasa (GZP/LTFG),LTFG,36.2993,4760
Albany / Albany International,albany-albany-international-kalb,us,ALB,-73.801692,Albany / Albany International (ALB/KALB),Albany / Albany International (ALB/KALB),KALB,42.748267,101
Albany / Albany,albany-albany-yaba,au,ALH,117.804,Albany / Albany (ALH/YABA),Albany / Albany (ALH/YABA),YABA,-34.944996,3854
Albany / Southwest Georgia,albany-southwest-georgia-kaby,us,ABY,-84.19611,Albany / Southwest Georgia (ABY/KABY),Albany / Southwest Georgia (ABY/KABY),KABY,31.532223,3836
Albenga / Albenga,albenga-albenga-limg,it,ALL,8.125556,Albenga / Albenga (ALL/LIMG),Albenga / Albenga (ALL/LIMG),LIMG,44.045833,107
Bario / Bario,bario-bario-wbgz,my,BBN,115.4694,Bario / Bario (BBN/WBGZ),Bario / Bario (BBN/WBGZ),WBGZ,3.736944,4459
Albi / Albi Le Sequestre,albi-albi-le-sequestre-lfci,fr,LBI,2.116667,Albi / Albi Le Sequestre (LBI/LFCI),Albi / Albi Le Sequestre (LBI/LFCI),LFCI,43.913333,1566
Albuquerque / Albuquerque,albuquerque-albuquerque-kabq,us,ABQ,-106.609194,Albuquerque / Albuquerque (ABQ/KABQ),Albuquerque / Albuquerque (ABQ/KABQ),KABQ,35.040222,17
Albuquerque / Double Eagle II,alburquerque-double-eagle-kaeg,us,AEG,-106.795278,Albuquerque / Double Eagle II (AEG/KAEG),Albuquerque / Double Eagle II (AEG/KAEG),KAEG,35.145278,5122
Albury / Albury,albury-albury-ymay,au,ABX,146.958056,Albury / Albury (ABX/YMAY),Albury / Albury (ABX/YMAY),YMAY,-36.067778,23
Alderney / Alderney,alderney-alderney-egja,gb,ACI,-2.214722,Alderney / Alderney (ACI/EGJA),Alderney / Alderney (ACI/EGJA),EGJA,49.706111,30
Aleppo / Aleppo,aleppo-aleppo-osap,sy,ALP,37.226111,Aleppo / Aleppo (ALP/OSAP),Aleppo / Aleppo (ALP/OSAP),OSAP,36.179722,108
Alert / Alert,alert-alert-cylt,ca,YLT,-62.280556,Alert / Alert (YLT/CYLT),Alert / Alert (YLT/CYLT),CYLT,82.517778,3378
Alert Bay / Alert Bay,alert-bay-alert-bay-cyal,ca,YAL,-126.915,Alert Bay / Alert Bay (YAL/CYAL),Alert Bay / Alert Bay (YAL/CYAL),CYAL,50.58222,3955
Alesund / Vigra,alesund-vigra-enal,no,AES,6.119722,Alesund / Vigra (AES/ENAL),Alesund / Vigra (AES/ENAL),ENAL,62.5625,53
Alexander Bay / Alexander Bay,alexander-bay-alexander-bay-faab,za,ALJ,16.535,Alexander Bay / Alexander Bay (ALJ/FAAB),Alexander Bay / Alexander Bay (ALJ/FAAB),FAAB,-28.573333,106
Alexandra / Alexandra,alexandra-alexandra-nzlx,nz,ALR,169.373333,Alexandra / Alexandra (ALR/NZLX),Alexandra / Alexandra (ALR/NZLX),NZLX,-45.211667,109
Alexandria / Alexandria Esler Regl,alexandria-alexandria-esler-regl-kesf,us,ESF,-92.295689,Alexandria / Alexandria Esler Regl (ESF/KESF),Alexandria / Alexandria Esler Regl (ESF/KESF),KESF,31.394903,835
Alexandria / Alexandria,alexandria-alexandria-heax,eg,ALY,29.946389,Alexandria / Alexandria (ALY/HEAX),Alexandria / Alexandria (ALY/HEAX),HEAX,31.181667,111
Alexandria / Alexandria,alexandria-alexandria-kaex,us,AEX,-92.548556,Alexandria / Alexandria (AEX/KAEX),Alexandria / Alexandria (AEX/KAEX),KAEX,31.327372,54
Alexandria / Borg El Arab,alexandria-borg-el-arab-heba,eg,HBE,29.6964,Alexandria / Borg El Arab (HBE/HEBA),Alexandria / Borg El Arab (HBE/HEBA),HEBA,30.91766,4557
Alexandroupolis / Dimokritos,alexandroupolis-dimokritos-lgal,gr,AXD,25.956111,Alexandroupolis / Dimokritos (AXD/LGAL),Alexandroupolis / Dimokritos (AXD/LGAL),LGAL,40.855833,199
Alghero / Fertilia,alghero-fertilia-liea,it,AHO,8.288611,Alghero / Fertilia (AHO/LIEA),Alghero / Fertilia (AHO/LIEA),LIEA,40.631111,75
Algiers / Houari Boumediene,algiers-houari-boumediene-daag,dz,ALG,3.216944,Algiers / Houari Boumediene (ALG/DAAG),Algiers / Houari Boumediene (ALG/DAAG),DAAG,36.694444,104
Ali Al Salem / Ali Al Salem,ali-al-salem-okas,kw,NA0,47.520556,Ali Al Salem / Ali Al Salem (NA0/OKAS),Ali Al Salem / Ali Al Salem (NA0/OKAS),OKAS,29.346667,4901
Alicante / Alicante,alicante-alicante-leal,es,ALC,-0.558156,Alicante / Alicante (ALC/LEAL),Alicante / Alicante (ALC/LEAL),LEAL,38.282167,102
Alice / Alice,alice-alice-kali,us,ALI,-98.026944,Alice / Alice (ALI/KALI),Alice / Alice (ALI/KALI),KALI,27.740889,105
Alice Springs / Alice Springs,alice-springs-alice-springs-ybas,au,ASP,133.902222,Alice Springs / Alice Springs (ASP/YBAS),Alice Springs / Alice Springs (ASP/YBAS),YBAS,-23.806944,169
Allahabad / Allahabad,allahabad-allahabad-vial,in,IXD,81.735444,Allahabad / Allahabad (IXD/VIAL),Allahabad / Allahabad (IXD/VIAL),VIAL,25.440575,1294
Allentown / Lehigh Valley,allentown-lehigh-valley-kabe,us,ABE,-75.434364,Allentown / Lehigh Valley (ABE/KABE),Allentown / Lehigh Valley (ABE/KABE),KABE,40.651573,3708
Alliance / Alliance,alliance-alliance-kaia,us,AIA,-102.803,Alliance / Alliance (AIA/KAIA),Alliance / Alliance (AIA/KAIA),KAIA,42.05322,4684
Almaty / Almaty,almaty-almaty-uaaa,kz,ALA,77.040508,Almaty / Almaty (ALA/UAAA),Almaty / Almaty (ALA/UAAA),UAAA,43.352072,100
Almeria / Almeria,almeria-almeria-leam,es,LEI,-2.370094,Almeria / Almeria (LEI/LEAM),Almeria / Almeria (LEI/LEAM),LEAM,36.843936,1593
Alor Setar / Sultan Abdul Halim,alor-setar-sultan-abdul-halim-wmka,my,AOR,100.400833,Alor Setar / Sultan Abdul Halim (AOR/WMKA),Alor Setar / Sultan Abdul Halim (AOR/WMKA),WMKA,6.194472,141
Alotau / Gurney,alotau-gurney-aygn,pg,GUR,150.333611,Alotau / Gurney (GUR/AYGN),Alotau / Gurney (GUR/AYGN),AYGN,-10.311389,4765
Alpena / Alpena County Regional,alpena-alpena-country-regional-kapn,us,APN,-83.560278,Alpena / Alpena County Regional (APN/KAPN),Alpena / Alpena County Regional (APN/KAPN),KAPN,45.078056,5024
Alta / Alta,alta-alta-enat,no,ALF,23.371667,Alta / Alta (ALF/ENAT),Alta / Alta (ALF/ENAT),ENAT,69.976111,103
Alta Floresta / Alta Floresta,alta-floresta-alta-floresta-sbat,br,AFL,-56.105,Alta Floresta / Alta Floresta (AFL/SBAT),Alta Floresta / Alta Floresta (AFL/SBAT),SBAT,-9.866667,57
Altamira / Altamira,altamira-altamira-sbht,br,ATM,-52.251667,Altamira / Altamira (ATM/SBHT),Altamira / Altamira (ATM/SBHT),SBHT,-3.25,180
Altay / Altay,altay-altay-zwat,cn,AAT,88.084444,Altay / Altay (AAT/ZWAT),Altay / Altay (AAT/ZWAT),ZWAT,47.750361,4847
Altenburg / Altenburg Nobitz,altenburg-altenburg-nobitz-edac,de,AOC,12.506361,Altenburg / Altenburg Nobitz (AOC/EDAC),Altenburg / Altenburg Nobitz (AOC/EDAC),EDAC,50.981817,136
Alto Palena / Alto Palena,alto-palena-alto-palena-scap,cl,WAP,-71.8069,Alto Palena / Alto Palena (WAP/SCAP),Alto Palena / Alto Palena (WAP/SCAP),SCAP,-43.6152,4402
Alto Rio Senguerr / Alto Rio Senguerr,alto-rio-senguerr-alto-rio-senguerr-savr,ar,ARR,-70.8,Alto Rio Senguerr / Alto Rio Senguerr (ARR/SAVR),Alto Rio Senguerr / Alto Rio Senguerr (ARR/SAVR),SAVR,-45.017,4390
Altoona / Altoona-Blair Co,altoona-altoona-blair-co-kaoo,us,AOO,-78.320022,Altoona / Altoona-Blair Co (AOO/KAOO),Altoona / Altoona-Blair Co (AOO/KAOO),KAOO,40.296372,140
Altus / Altus AFB,altus-altus-afb-klts,us,LTS,-99.266667,Altus / Altus AFB (LTS/KLTS),Altus / Altus AFB (LTS/KLTS),KLTS,34.650333,1704
Alula / Alula,alula-alula-hcma,so,ALU,50.733,Alula / Alula (ALU/HCMA),Alula / Alula (ALU/HCMA),HCMA,11.95,4230
Am-Timan / Am-Timan,am-timan-am-timan-fttn,td,AMC,20.274,Am-Timan / Am-Timan (AMC/FTTN),Am-Timan / Am-Timan (AMC/FTTN),FTTN,11.034,4139
Amakusa / Amakusa,amakusa-amakusa-rjda,jp,AXJ,130.1556,Amakusa / Amakusa (AXJ/RJDA),Amakusa / Amakusa (AXJ/RJDA),RJDA,32.48326,5239
Amami / Amami,amami-amami-rjka,jp,ASJ,129.712542,Amami / Amami (ASJ/RJKA),Amami / Amami (ASJ/RJKA),RJKA,28.430633,165
Barnaul / Barnaul,barnaul-barnaul-unbb,ru,BAX,83.541667,Barnaul / Barnaul (BAX/UNBB),Barnaul / Barnaul (BAX/UNBB),UNBB,53.363333,222
Amarillo / Amarillo,amarillo-amarillo-kama,us,AMA,-101.705931,Amarillo / Amarillo (AMA/KAMA),Amarillo / Amarillo (AMA/KAMA),KAMA,35.219367,112
Amasya / Merzifon,amasya-merzifon-ltap,tr,MZH,35.532222,Amasya / Merzifon (MZH/LTAP),Amasya / Merzifon (MZH/LTAP),LTAP,40.833333,2001
Ambanja / Ambanja,ambanja-ambanja-fmnj,mg,IVA,48.467,Ambanja / Ambanja (IVA/FMNJ),Ambanja / Ambanja (IVA/FMNJ),FMNJ,-13.65,4097
Ambato / Chachoan,ambato-chachoan-seam,ec,ATF,-78.574722,Ambato / Chachoan (ATF/SEAM),Ambato / Chachoan (ATF/SEAM),SEAM,-1.211944,176
Ambilobe / Ambilobe,ambilobe-ambilobe-fmne,mg,AMB,48.983333,Ambilobe / Ambilobe (AMB/FMNE),Ambilobe / Ambilobe (AMB/FMNE),FMNE,-13.183333,113
Ambon / Pattimura,ambon-pattimura-wapp,id,AMQ,128.089722,Ambon / Pattimura (AMQ/WAPP),Ambon / Pattimura (AMQ/WAPP),WAPP,-3.706944,121
Amboseli / Amboseli,amboseli-amboseli-hkam,ke,ASV,37.25,Amboseli / Amboseli (ASV/HKAM),Amboseli / Amboseli (ASV/HKAM),HKAM,-2.633,4234
Ambriz / Ambriz,ambriz-ambriz-fnam,ao,AZZ,13.11611,Ambriz / Ambriz (AZZ/FNAM),Ambriz / Ambriz (AZZ/FNAM),FNAM,-7.86222,4109
Amilcar Cabral De Gaqua / Amilcar Cabral De Gaqua,amilcar-cabral-de-gaqua-amilcar-cabral-de-gaqua-dfog,bf,XGA,-3.25083,Amilcar Cabral De Gaqua / Amilcar Cabral De Gaqua (XGA/DFOG),Amilcar Cabral De Gaqua / Amilcar Cabral De Gaqua (XGA/DFOG),DFOG,10.29916,3980
Amman / Marka,amman-marka-ojam,jo,ADJ,35.991572,Amman / Marka (ADJ/OJAM),Amman / Marka (ADJ/OJAM),OJAM,31.972703,41
Amman / Queen Alia,amman-queen-alia-ojai,jo,AMM,35.993214,Amman / Queen Alia (AMM/OJAI),Amman / Queen Alia (AMM/OJAI),OJAI,31.722556,118
